"Indicator Category","Indicator Code","Indicator","Reporting Economy Code","Reporting Economy ISO3A Code","Reporting Economy","Partner Economy Code","Partner Economy ISO3A Code","Partner Economy","Product/Sector Classification Code","Product/Sector Classification","Product/Sector Code","Product/Sector","Period Code","Period","Frequency Code","Frequency","Unit Code","Unit","Category","Value"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","320","GTM","Guatemala","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACL","Clothing","-","-","-","-","USM","Million US dollar","Coverage","Prior to 02: processing zone trade is excluded"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","320","GTM","Guatemala","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMT","Machinery and transport equipment","-","-","-","-","USM","Million US dollar","Coverage","Prior to 02: processing zone trade is excluded"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","818","EGY","Egypt","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOF","Office and telecom equipment","-","-","-","-","USM","Million US dollar","Coverage","2008 onwards: general trade system"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","222","SLV","El Salvador","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","-","-","-","-","USM","Million US dollar","Coverage","Beginning 1990: includes processing zones"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","348","HUN","Hungary","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMT","Machinery and transport equipment","-","-","-","-","USM","Million US dollar","Coverage","Beginning 1996: includes trade from industrial free zones."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","484","MEX","Mexico","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTAU","Automotive products","-","-","-","-","USM","Million US dollar","Coverage","Includes processing zones"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","178","COG","Congo","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Coverage","Prior to 50: refers to French Equatorial Guinea (Congo-Centr. Afr. Rep.- Chad-Gabon). Data include estimates for diamond imports (IFS)."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","643","RUS","Russian Federation","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Coverage","92-93: data exclude trade with other countries from the CIS and Baltic States.  Beginning 2010 this series includes an adjustment for bilateral trade with Kazakhstan that is no longer recorded by customs following implementation of a bilateral customs union. Beginning 2013, data refer to trade in goods measured as per the 6th edition of the BOP Manual (prior to 2013 data correspond to BPM5 recommendation - the difference is not significant for the Russian Federation)."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","716","ZWE","Zimbabwe","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Coverage","58-63: trade with Malawi and Zambia is excluded"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","484","MEX","Mexico","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAIS","Iron and steel","-","-","-","-","USM","Million US dollar","Coverage","Includes processing zones"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","484","MEX","Mexico","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTEP","Electronic data processing and office equipment","-","-","-","-","USM","Million US dollar","Coverage","Includes processing zones"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","484","MEX","Mexico","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTTL","Telecommunications equipment","-","-","-","-","USM","Million US dollar","Coverage","Includes processing zones"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","320","GTM","Guatemala","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MIFU","Fuels","-","-","-","-","USM","Million US dollar","Coverage","Prior to 02: processing zone trade is excluded"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","484","MEX","Mexico","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTAU","Automotive products","-","-","-","-","USM","Million US dollar","Coverage","Includes processing zones"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","818","EGY","Egypt","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTIC","Integrated circuits and electronic components","-","-","-","-","USM","Million US dollar","Coverage","2008 onwards: general trade system"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","804","UKR","Ukraine","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MIFU","Fuels","-","-","-","-","USM","Million US dollar","Coverage","Data provided by Ukraine do not include the Autonomous Republic of Crimea and the city of Sevastopol starting 2014."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","484","MEX","Mexico","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAIS","Iron and steel","-","-","-","-","USM","Million US dollar","Coverage","Includes processing zones"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","484","MEX","Mexico","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTEP","Electronic data processing and office equipment","-","-","-","-","USM","Million US dollar","Coverage","Includes processing zones"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","276","DEU","Germany","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTIC","Integrated circuits and electronic components","-","-","-","-","USM","Million US dollar","Coverage","1980: Germany Fed Rep . 1990: sum of Germany Fed Rep and GDR"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","276","DEU","Germany","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTIC","Integrated circuits and electronic components","-","-","-","-","USM","Million US dollar","Coverage","1980: Germany Fed Rep . 1990: sum of Germany Fed Rep and GDR"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","818","EGY","Egypt","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTTL","Telecommunications equipment","-","-","-","-","USM","Million US dollar","Coverage","2008 onwards: general trade system"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","585","PLW","Palau","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Coverage","Data refer to fiscal year ending 30-09."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","760","SYR","Syrian Arab Republic","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Coverage","Beginning 2004: improved coverage of private sector transactions (unspecified products - source: UN MBS and Comtrade)."
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","016","ASM","American Samoa","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Coverage","Data refer to fiscal year ending September."
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","044","BHS","Bahamas","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Coverage","Data are sourced from BOP statistics beginning 2004. They are higher than merchandise trade data for reasons that are not entirely clear (goods procured in prts by carriers?). According to IFS note, beginning 1990 data exclude certain oil and chemical products"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","120","CMR","Cameroon","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Coverage","50-58: East Cameroon only"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","158","CHT","Chinese Taipei","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Coverage","Prior to 80 re-exports ($58 million in 80) are not covered"
"Merchandise trade values","ITS_MTV_QX","Total merchandise exports - quarterly","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","-","-","-","-","USM","Million US dollar","Coverage","includes significant re-exports or imports for re-exports"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","591","PAN","Panama","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Coverage","Beginning 2005, data include trade of the Colon Free Zone."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","756","CHE","Switzerland","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Coverage","Data include gold since 2012 which result in the upward revision of the 2012-14 export and import values by around 50%. Beginning 2002: electricity, returned goods and processing-related trade are included (USD 3.5 billion in 2002)."
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","276","DEU","Germany","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACH","Chemicals","-","-","-","-","USM","Million US dollar","Coverage","1980: Germany Fed Rep . 1990: sum of Germany Fed Rep and GDR"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","348","HUN","Hungary","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","-","-","-","-","USM","Million US dollar","Coverage","Beginning 1996: includes trade from industrial free zones."
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","804","UKR","Ukraine","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","-","-","-","-","USM","Million US dollar","Coverage","Data provided by Ukraine do not include the Autonomous Republic of Crimea and the city of Sevastopol starting 2014."
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","320","GTM","Guatemala","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACHPH","Pharmaceuticals","-","-","-","-","USM","Million US dollar","Coverage","Prior to 02: processing zone trade is excluded"
